S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Classified Rating,Our Rating
70,"CHAITANYA BHARATHI INSTITUTE OF
 TECHNOLOGY",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Hyderabad,Telangana,https://www.cbit.ac.in/,90,30,54500,37.64,1,m,https://youtu.be/5FrpKQbSicA?si=rWsbLODeuR1KO5Pu,0.16363057,3
223,"NADIMPALLI SATYANARAYANA RAJU
 INSTITUTE OF TECHNOLOGY",4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://nsrit.edu.in/,99,3.2,40000,32.34,2,l,,,n/a
81,"CHEBROLU HANUMAIAH INST. OF
 PHARM SCIENCES",4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.chips.ac.in/pages/index.php,95,4.5,59600,31.57,3,m,,,n/a
53,BAPATLA ENGINEERING COLLEGE,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,http://becbapatla.ac.in/,95,4.5,84900,31.53,4,h,https://www.youtube.com/watch?v=leUeGFK9kFg,-0.02755102,2
404,"VASIREDDY VENKATADRI INST. OF
 TECHNOLOGY",4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.vvitguntur.com,93,4.3,65200,30.87,5,m,https://www.youtube.com/watch?v=2HVbhjMcVi4,0.017352321,2
429,National Institute of Technology,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Cachar,Assam,http://www.nits.ac.in/,83,12,62500,30.18,6,m,https://www.youtube.com/watch?v=fLUgY-zvcvA,0.271514881,3
700,Government College,4.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Kasaragod,Kerala,https://gck.ac.in/,90,3.7,4000,30.03,7,vl,,,n/a
796,Visvesvaraya National Institute of Technology (VNIT),4.1,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,VGood,Nagpur,Maharashtra,https://vnit.ac.in/,87,7.5,151000,29.99,8,vh,https://www.youtube.com/watch?v=OJBIWbKgxYQ,0.05625,2
533,Government Degree College,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Surajpur,Chhattisgarh,http://www.govtcollegesurajpur.ac.in/,93,2.5,17724,29.93,9,vl,,,n/a
36,A S N PHARMACY COLLEGE,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://pharmaadmission.com/college/a-s-n-pharmacy-college,90,4.5,23000,29.87,10,vl,,,n/a
25,ST.ANNS COLLEGE OF PHARAMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Visakhapatnam,Andhra Pradesh,http://www.stannspharmacycollege.com/,90,4.2,40000,29.82,11,l,,,n/a
174,"LENDI INST OF ENGG AND
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Vizianagaram,Andhra Pradesh,https://www.lendi.org,90,4,62300,29.8,12,m,https://www.youtube.com/watch?v=0kJ0LKjUXi0,0.128571429,3
623,Hazaribag College of Dental Sciences and Hospital,4.1,D,"{'bds', 'mds'}",Good,VGood,Hazaribagh,Jharkhand,https://hcdsh.edu.in/,90,3.8,650000,29.78,13,vh,,,n/a
649,Acharya Institute of Technology,4.3,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,VGood,Bengaluru Rural,Karnataka,https://www.acharya.ac.in/,90,3.5,390000,29.77,14,vh,https://www.youtube.com/watch?v=L-LhA9yizDw,0.02,2
110,GIET SCHOOL OF PHARMACY,4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://www.gietpharmacy.in,90,3,60000,29.62,15,m,,,n/a
414,SRM AP,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://srmap.edu.in/,85,8.2,36750,29.6,16,l,https://www.youtube.com/watch?v=OJ3470AGPCY,0.141957672,3
434,B. N. College,4.2,M,"{'ba', 'bca', 'bsc', 'bcom'}",VGood,VGood,Dhubri,Assam,https://www.bncollege.co.in/,85,8,30039,29.58,17,vl,https://www.youtube.com/watch?v=u6jVt4pOdgY,0.057678346,2
319,"SAI RAJESWARI INSTITUTE OF
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,https://srit.edu.in,90,3.5,50300,29.57,18,m,,,n/a
699,Government Brennen College,4.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Thalassery,Kerala,https://brennencollege.ac.in/,88,3.9,5770,29.41,19,vl,,,n/a
795,Narsee Monjee Institute of Management Studies (NMIMS),4,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,VGood,Mumbai Suburban,Maharashtra,https://www.nmims.edu/,87,5.4,1195000,29.32,20,vh,https://www.youtube.com/watch?v=FXNRaC79Zgk,0.169210824,3
31,"AVANTHIS RESEARCH AND
 TECHNOLOGICAL ACADEMY",2.85,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Ranga Reddy,Telangana,www.avanthi.edu.in,89,4.5,40000,29.19,21,l,https://www.youtube.com/watch?v=lkT9wq4yzVI,0.159299896,3
413,VELLORE INST OF TECHNOLOGY AP,4.5,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.vitap.ac.in/,83,8.3,56000,29.19,22,m,https://www.youtube.com/watch?v=e9A3evjwSeQ,0.02264452,2
565,National Dairy Research Institute,4.7,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",VGood,VGood,Karnal,Haryana,https://ndri.res.in/,87,3.9,42700,29.15,23,l,https://www.youtube.com/watch?v=RNbpcjTXu3Q,0.018751804,2
65,BVSR ENGINEERING COLLEGE,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,http://www.bvsr.ac.in/,90,2,40000,29.12,24,l,,,n/a
474,R. R. S. College,3.6,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khagaria,Bihar,https://www.rrscollegemokama.ac.in/,90,1.9,44700,29.01,25,l,,,n/a
610,S.P. College,4.1,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Chatra,Jharkhand,https://chatracollege.ac.in/,85,6,90000,28.94,26,h,,,n/a
133,"INTERNATIONAL SCHOOL OF TECH
 AND SCI FOR WOMEN",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.ists.ac.in,85,6,51100,28.9,27,m,,,n/a
12,"ANNAMACHARYA INST OF
 TECHNOLOGY AND SCIENCES",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittor,Andhra Pradesh,https://aits-tpt.edu.in/,85,6,40000,28.86,28,l,https://www.youtube.com/watch?v=6I6QHqvVaes,-0.12,1
7,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,3.65,M,"{'bma', 'marketing', 'mba'}",Good,Good,Srikakulam,Andhra Pradesh,"https://www.adityatekkali.edu.in/about.php#:~:text=Aditya%20Institute%20of%20Technology%20and%20Management%20is%20located%20at%20K,beauty%20of%20modern%20day%20Gurukul.",87.5,3.81,79600,28.853,29,h,https://www.youtube.com/watch?v=rCicqLa7ddM,0.0875,2
772,"Shri Shivaji College of Arts, Commerce & Science",4.1,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,Good,Akola,Maharashtra,https://www.shivajiakola.ac.in/,87,3.7,2700,28.85,30,vl,https://www.youtube.com/watch?v=-k0LmuQ4EEE,0.584217069,5
696,MES College,4.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Ponnani,Kerala,https://www.mespni.ac.in/,85,4.8,3100,28.78,31,vl,https://www.youtube.com/watch?v=NOdP-xNtvw0,0.092459416,2
406,"WELLFARE INST OF SCIENCE TECH
 AND MGMT",4,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,http://wistm.edu.in,88,2.5,43000,28.75,32,l,,,n/a
306,"SKU COLL OF PHARMCEUTICAL
 SCIENCE-SELF FINANCE",4.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Anantapur,Andhra Pradesh,http://skucops.ac.in/,84,5.2,50000,28.72,33,l,https://www.youtube.com/watch?v=jK9sIXIBnMQ,0.075381356,2
345,SRI VENKATESWARA ENGG COLLEGE,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Kanchipuram,TamilNadu,https://www.svce.ac.in/,85,5,360000,28.68,34,vh,https://www.youtube.com/watch?v=8zdt8Lbtj4Q,0.034210526,2
678,Manipal Institute of Technology,4.5,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Udupi,Karnataka,https://www.manipal.edu/mit.html,85,4.5,810000,28.65,35,vh,https://www.youtube.com/watch?v=3ZzYBvET-3Y,0.137261307,3
79,"CHUNDI RANGANAYAKULU
 ENGINEERING COLLEGE",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://crenggcollege.com/,75,15,70000,28.52,36,m,,,n/a
220,NARAYANA PHARMACY COLLEGE,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Nellore,Andhra Pradesh,https://www.narayanapharmacycollege.com,85,4,110000,28.46,37,vh,https://www.youtube.com/watch?v=s748KwEO8AQ,-0.000347222,2
550,Junagadh Agricultural University,4.6,"AS,M","{'mba', 'phd', 'msc', 'b.sc', 'b.tech', 'm.tech'}",VGood,VGood,Junagadh,Gujarat,http://www.jau.in/,85,3.7,68000,28.45,38,m,https://www.youtube.com/watch?v=R9GhaQRBvec,0.030357143,2
313,"SRI PADMAVATHI SCHOOL OF
 PHARMACY",4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Chittoor,Andhra Pradesh,https://spsp.ac.in/,85,4,53800,28.38,39,m,https://www.youtube.com/watch?v=G09YNzj8M24,-0.055,1
46,AVANTHI INST. OF PHARM. SCI.,3.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Vizianagaram,Andhra Pradesh,"https://avanthipharma.ac.in/about#:~:text=Address%20for%20communication%20%3A,Bridge%2C%20Vizianagaram%20(Dist).",80,10,70000,28.32,40,m,,,n/a
122,"GEETHANJALI INST OF SCIENCE AND
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://gist.edu.in,85,4,55200,28.3,41,m,https://www.youtube.com/watch?v=wYN_wds3Mlw,0.159375,3
317,SREE RAMA ENGINEERING COLLEGE,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.sreerama.ac.in/,85,4,51400,28.26,42.5,m,,,n/a
340,SRI VENKATESWARA COLLEGE OF ENGINEERING,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kanchipuram,TamilNadu,https://www.svce.ac.in,85,4,47100,28.26,42.5,l,https://www.youtube.com/watch?v=8zdt8Lbtj4Q,0.034210526,2
440,Rabindranath Tagore University Hojai,4.3,AS,"{'ma', 'ba', 'bcom', 'bsc'}",VGood,VGood,Hojai,Assam,https://www.rtuassam.ac.in/,86,2.4,4960,28.24,44,vl,https://www.youtube.com/watch?v=NaCXbXDAr1M,0.198423423,3
101,ESWAR COLLEGE OF ENGINEERING,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://eswarcollegeofengg.org,85,4,40000,28.22,45,l,,,n/a
295,"SWARNANDHRA INST. OF ENGG AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.swarnandhra.ac.in,85,4,35000,28.18,46,vl,https://www.youtube.com/watch?v=a3Hb7A0TH_A,0.193939394,3
541,A-One Pharmacy College,4.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Ahmedabad,Gujarat,https://aonepc.ac.in/,84,3.9,240000,28.17,47,vh,,,n/a
767,Vikram University,4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Ujjain,Madhya Pradesh,https://vikramuniv.ac.in/index.php/en/pharmacy,85,3.5,42000,28.15,48,l,https://www.youtube.com/watch?v=Fe_TUIX-7oQ,0.012745098,2
506,Government E. Raghavendra Rao Science College,4.3,S,"{'ba', 'bca', 'bsc', 'bcom'}",Good,VGood,Bilaspur,Chhattisgarh,http://www.sciencecollegebilaspur.ac.in/,85,2.9,8000,28.09,49,vl,https://www.youtube.com/watch?v=mcHWlZgo_0g,0.005401235,2
807,Walchand College of Engineering,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Sangli,Maharashtra,https://www.walchandsangli.ac.in/,83,5,62100,28.08,50,m,https://www.youtube.com/watch?v=i9NsqBexsnc,0.01869213,2
201,"NBKR INSTITUTE OF SCI. AND
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.nbkrist.co.in,85,3.2,46400,28.06,51,l,https://www.youtube.com/watch?v=NQoccdWtVX0,0.140151515,3
805,Pillai College of Engineering,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Raigad,Maharashtra,https://www.pce.ac.in/,83,5,133000,28.04,52.5,vh,https://www.youtube.com/watch?v=ZJciV32Ru4E,0.057536211,2
402,"VKR VNB AND AGK ENGINEERING
 COLLEGE",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://dteap.nic.in,84,4,40000,28.04,52.5,l,,,n/a
462,S. B. College,3.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Banka,Bihar,http://www.sbcollegeofpharmacy.com,85,4,26000,27.98,54,vl,,,n/a
490,R. S. College,4.3,M,"{'ba', 'bsc'}",VGood,VGood,Sheikhpura,Bihar,https://rsctarapur.ac.i/web,85,2.5,11400,27.97,55,vl,,,n/a
778,Bhandara Polytechnic,3.9,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",VGood,Good,Bhandara,Maharashtra,,85,2.9,50000,27.93,56,l,,,n/a
782,R. C. Patel Institute of Pharmaceutical Education & Research,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Dhule,Maharashtra,https://www.rcpatelpharmacy.co.in/,84,3.3,40000,27.87,57,l,https://youtube.com/watch?v=IuBjFneMH3Y,0.070588235,2
571,O.P. Jindal Global Universit,4.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'diploma', 'bsc', 'llb'}",Good,VGood,Sonipat,Haryana,https://jgu.edu.in/,84,3,160000,27.86,58,vh,https://www.youtube.com/watch?v=MN-nq_diIvo,0.182268781,3
215,NRI INSTITUTE OF TECHNOLOGY,4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://nriit.edu.in,80,7,42500,27.82,59,l,,,n/a
205,NIRMALA COLLEGE OF PHARMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Ernakulam,Kerala,https://www.nirmalacp.org,85,2.4,40000,27.78,60,l,https://www.youtube.com/watch?v=2NGUUVB61ks,0.03655914,2
52,"BHARATH COLL OF ENGG AND
 TECHNOLOGY FOR WOMEN",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,YSR Kadapa,Andhra Pradesh,Www.Bcetfw.Com,80,7,80000,27.7,61,h,,,n/a
693,St. Thomas College,4.3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Thrissur,Kerala,https://stthomas.ac.in/,82,4.4,71700,27.64,62,h,https://www.youtube.com/watch?v=8qZNWqTUN-g,0.042559307,2
803,Savitribai Phule Pune University,4.5,"AS,M","{'mtech', 'btech', 'ba', 'mcom', 'bba', 'be', 'bca', 'msc', 'mca', 'ma', 'bcom', 'bsc', 'me'}",VGood,VGood,Pune,Maharashtra,http://www.unipune.ac.in/,80,6,75000,27.6,63,h,https://www.youtube.com/watch?v=UFzz0LnATVw,0.2446875,3
790,Shivaji University,3.9,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,Good,Kolhapur,Maharashtra,https://www.unishivaji.ac.in/academic_programs/List-of-programs-offered-on-campus,84,2.7,23565,27.57,64,vl,https://www.youtube.com/watch?v=cE4CtrQh7Ag,0.071844853,2
103,"GEETHANJALI COLLEGE OF
 ENGINEERING AND TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Rangareddy,Telangana,https://www.geethanjaliinstitutions.com,80,6.5,114000,27.55,65,vh,https://www.youtube.com/watch?v=QJ4_Nfzl5yI,0.222243108,3
305,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,4.9,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Anantapur,Andhra Pradesh,http://skucet.ac.in,80,5.2,38250,27.52,66,l,https://www.youtube.com/watch?v=jK9sIXIBnMQ,0.075381356,2
643,Government First Grade College,4.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Bagalkot,Karnataka,https://dce.karnataka.gov.in/,82,3.8,2052,27.5,67,vl,,,n/a
217,NRI INSTT OF TECHNOLOGY,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://nriit.edu.in,80,6,40000,27.48,68,l,,,n/a
436,Haflong Government College,4.2,M,"{'ba', 'bcom', 'bsc'}",Good,VGood,Dima Hasao,Assam,https://haflonggovtcollege.ac.in/,83,3,5250,27.48,69,vl,,,n/a
165,K S R M COLLEGE OF ENGINEERING,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Kadapa,Andhra Pradesh,https://www.ksrmce.ac.in/,82,4,40900,27.44,70,l,https://www.youtube.com/watch?v=EzsI0GOoNfc,0.000462963,2
793,University of Mumbai,4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Mumbai City,Maharashtra,https://mu.ac.in/,80,6,10835,27.4,71,vl,,,n/a
322,S R K R ENGINEERING COLLEGE,4.4,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,West Godavari,Andhra Pradesh,https://srkrec.edu.in/,82,3.2,105000,27.32,72,vh,https://www.youtube.com/watch?v=7u7i6-unyWc,-0.039285714,2
452,Tezpur University,4,"E,M","{'mca', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Sonitpur,Assam,https://luit.tezu.ernet.in,80,5.6,216000,27.28,73,vh,https://www.youtube.com/watch?v=av0xmN1buNI,0.118125,3
40,"A U COLLEGE OF ENGG.
 VISAKHAPATNAM",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.andhrauniversity.edu.in,80,5.5,93000,27.25,74,h,https://www.youtube.com/watch?v=5EfrS8hWzoU,-0.205689223,1
17,A.K.R.G. COLLEGE OF PHARMACY,4.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,West Godavari,Andhra Pradesh,http://akrgpharmacy.ac.in/?i=1,80,4.4,40000,27.24,75,l,,,n/a
34,AUDI SANKARA INST OF TECHNOLOGY,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Nellore,Andhra Pradesh,"https://www.audisankara.ac.in/contactus.html#:~:text=ADDRESS&text=NH%20%2D%205%20Bypass%20Road%2C%20Aravinda,Dist.%2CA.P.%2C%20India.",80,5.2,65000,27.2,76,m,,,n/a
493,S. N. S. College,4.2,M,"{'ba', 'bca', 'bbm', 'bsc'}",VGood,VGood,Hajipur,Bihar,https://www.snscollege.ac.in/,80,5,45000,27.18,77.5,l,,,n/a
448,Morigaon College,4.2,M,"{'ba', 'bcom', 'bsc', 'mba'}",VGood,VGood,Morigaon,Assam,https://morigaoncollege.edu.in/,80,5,30000,27.18,77.5,vl,,,n/a
475,A. M. College,3.8,"M,L","{'ba', 'bcom', 'bsc'}",Good,Good,Gaya,Bihar,https://www.amcollegegaya.ac.in/,83,2.5,40000,27.17,79.5,l,https://www.youtube.com/watch?v=Vig9KjVUtxg,0.029166667,2
288,"SAI GANAPATHI ENGINEERING
 COLLEGE",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://allegiance-educare.in,83,2.5,45000,27.17,79.5,l,,,n/a
41,"A U COLLEGE OF ENGG-SELF FINANCE
 VISAKHAPATNAM",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,www.andhrauniversity.edu.in,80,5,120000,27.1,81,vh,,,n/a
97,DNR COLLEGE OF ENGG AND TECH,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://dnrcet.org/web/,80,5,60000,27.02,82,m,,,n/a
117,G M R INSTITUTE OF TECHNOLOGY,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Srikakulam,Andhra Pradesh,www.gmrit.org,80,4.6,77800,26.98,83,h,,,n/a
199,"M.V.R.COLL OF ENGINEERING AND
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,http://mvrcoe.ac.in,80,4.5,40000,26.95,84.5,l,,,n/a
241,"PRASAD V POTLURI SIDDHARTHA
 INSTT OF TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.pvpsiddhartha.ac.in,80,4.5,105000,26.95,84.5,vh,,,n/a
192,"SRI MITTAPALLI COLLEGE OF
 ENGINEERING",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.smce.ac.in,80,5,40000,26.9,86,l,,,n/a
218,NIRMALA COLL. OF PHARM,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Ernakulam,Kerala,https://www.nirmalacp.org,80,4,40000,26.88,87,l,,,n/a
321,S R K INST. OF TECHNOLOGY,4.4,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://srkit.in/,80,3.5,45600,26.81,88,l,,,n/a
108,GODAVARI INSTITUTE OF ENGG. AND TECHNOLOGY,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://admissions.ggu.edu.in/,80,4,76700,26.8,90,h,,,n/a
72,"VRS AND YRN COLLEGE OF ENGG.
 AND TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://vrsyrn.com/,80,4,50000,26.8,90,l,,,n/a
164,"KRISHNA UNIVERSITY COLLEGE OF
 ENGG AND TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://krucet.ac.in/,80,4,160000,26.8,90,vh,,,n/a
658,Karnatak University,4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Dharwad,Karnataka,https://www.kud.ac.in/,80,3.9,19600,26.77,92,vl,,,n/a
159,KKR AND KSR INST OF TECHNOLOGY AND SCI,3.54,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.kitsguntur.ac.in,80,4.5,40000,26.766,93,l,,,n/a
780,"Rajiv Gandhi College of Engineering, Research & Technology",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,Good,Chandrapur,Maharashtra,https://rcert.ac.in/,81,2.9,432000,26.73,94,vh,,,n/a
579,Kurukshetra University,4.1,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Kurukshetra,Haryana,https://kuk.ac.in/,79,4.6,7040,26.72,95.5,vl,,,n/a
443,Diphu Government College,3.8,C,"{'ba', 'bcom', 'bsc'}",Good,VGood,Karbi Anglong,Assam,https://diphugovernmentcollege.com/,80,4,685,26.72,95.5,vl,,,n/a
10,AMALAPURAM INST OF MGMT SCI,3.7,M,"{'bma', 'marketing', 'mba'}",Good,Good,East Godavari,Andhra Pradesh,http://aimscoe.com,80,4,70000,26.68,97,m,,,n/a
176,"SRI LAKSHMI NARASIMHA COLLEGE
 OF PHARMACY",4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Chittoor,Andhra Pradesh,http://jntuadaa.ac.in,80,3,35000,26.66,98,vl,,,n/a
60,BIT INSTITUTE OF TECHNOLOGY,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapuramu,Andhra Pradesh,https://www.educrib.com/vijayawada/colleges/bit-institute-of-technology-hindupur,77,7,120000,26.64,99,vh,,,n/a
314,SANTHIRAM COLLEGE OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kurnool,Andhra Pradesh,https://srcpnandyal.edu.in,80,3.5,75000,26.57,100,h,,,n/a
671,University of Mysore,4.2,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Mysore,Karnataka,https://www.shiksha.com/university/university-of-mysore-909/courses,80,2.9,55660,26.55,101,m,,,n/a
311,"INST. OF PHARM. TECH. S P MAHILA
 VISWA VIDYALAYAM",3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://www.spmvv.ac.in,80,3.5,220000,26.53,102,vh,,,n/a
328,"SRI RAGHAVENDRA INST OF
 TECHNOLOGY AND SCI.",4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Nellore,Andhra Pradesh,Www.Srist.Org,79,3.6,35000,26.5,103,vl,,,n/a
325,SANKAR REDDY INST OF PHARM SCI,4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Prakasam,Andhra Pradesh,http://www.sankarreddypharmacy.in/index.html,80,2.9,45000,26.47,104,l,,,n/a
654,Government First Grade College,4.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Average,VGood,Chikkamagaluru,Karnataka,https://www.shiksha.com/college/d-s-b-g-government-first-grade-college-chikkamagaluru-137581,79,3.5,2052,26.47,105,vl,,,n/a
676,Siddaganga Institute of Technology,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,Good,Tumakuru,Karnataka,http://www.sit.ac.in/,80,2.6,128000,26.46,106,vh,,,n/a
