S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Our Rating
182,D VENKATARAMANA AND DR.HIMASEKHAR MIC COLL OF TECH,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.mictech.edu.in/,64.0,3.7,40000,21.87,395.0,l,,n/a
74,"CHINTALAPUDI ENGINEERING
 COLLEGE",3.5,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,"https://allegiance-educare.in/college/chintalapudi-engineering-college-cecg#:~:text=Chintalapudi%20Engineering%20College%20%2D%20%5BCECG%5D%20situated%20in%20Guntur%2C%20Andhra,about%20this%20reputable%20institution%20below.",65.0,3.2,100000,21.86,397.5,h,,n/a
283,"SIDDHARTH INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.sietk.org,65.0,2.8,65400,21.86,397.5,m,,n/a
246,"P. RAMIREDDY MEMORIAL COLLEGE
 OF PHARMACY",3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kadapa,Andhra Pradesh,https://www.prrmcp.edu.in,65.0,2.8,56660,21.86,397.5,m,,n/a
280,SRI VISHNU COLLEGE OF PHARMACY,3.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,West Godavari,Andhra Pradesh,https://www.svcp.edu.in,65.0,2.8,80300,21.86,397.5,h,,n/a
254,QIS INSTITUTE OF TECHNOLOGY,3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://www.qisit.edu.in,65.0,3.0,53000,21.84,401.5,m,,n/a
251,"QIS COLLEGE OF ENGG. AND
 TECHNOLOGY",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,https://qiscet.edu.in,65.0,3.0,87600,21.84,401.5,h,,n/a
235,"PRIYADARSHINI INST OF PHARMACEUTICAL EDUCATION AND
 RESEARCH",3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://piper.ac.in,65.0,3.0,35000,21.84,401.5,vl,,n/a
172,"LAKIREDDY BALIREDDY COLLEGE OF
 ENGINEERING",3.6,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://lbrce.ac.in,65.0,3.0,78600,21.84,401.5,h,,n/a
363,VISVODAYA ENGINEERING COLLEGE,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,http://www.visvodayata.ac.in/,65.0,3.5,35000,21.83,404.0,vl,,n/a
276,"SASI INSTITUTE OF TECHNOLOGY AND
 ENGINEERING",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.sasi.ac.in/,65.0,2.8,40000,21.82,406.0,l,,n/a
299,SRINIVASA INST OF PHARM SCI,3.7,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kadapa,Andhra Pradesh,http://www.sipp.co.in,65.0,2.8,36700,21.82,406.0,l,,n/a
264,"RAJIV GANDHI MEMORIAL COLLEGE
 OF ENGG. AND TECH.",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kurnool,Andhra Pradesh,https://www.rgmcet.edu.in,65.0,2.8,59400,21.82,406.0,m,,n/a
721,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Dhar,Madhya Pradesh,http://www.mphighereducation.nic.in/pgcdhar,67.0,1.7,5000,21.81,408.5,vl,,n/a
49,BALAJI COLLEGE OF PHARMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Anantapuramu,Andhra Pradesh,"https://www.balajipharmacy.ac.in/Home/ContactUs#:~:text=Location,Anantapuramuamu%2C%20Andhra%20Pradesh%2C%20India.",65.0,2.5,120000,21.81,408.5,vh,,n/a
499,Government College,3.2,M,"{'ba', 'bca', 'bba', 'btech'}",Good,Good,Balod,Chhattisgarh,http://www.govtcollbalod.ac.in/,65.0,3.4,2628,21.8,410.0,vl,,n/a
203,NEWTONS INST OF SCI AND TECH,2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.newtonsnie.co.in,68.0,1.3,43000,21.79,411.5,l,,n/a
680,Government First Grade College,3.4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Vijayapura,Karnataka,https://www.shiksha.com/college/government-first-grade-college-for-women-bijapur-karnataka-other-185007,65.0,3.1,26830,21.79,411.5,vl,,n/a
659,Government First Grade College,3.3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Gadag,Karnataka,https://www.shiksha.com/college/government-first-grade-college-gadag-71857,65.0,3.2,56900,21.78,413.5,m,,n/a
214,NOVA COLLEGE OF PHARMACY,2.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,West Godavari,Andhra Pradesh,https://www.pharmajrg.nova.edu.in,68.0,1.4,48000,21.78,413.5,l,,n/a
216,N R I COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,http://nricp.edu.in,65.0,2.9,35000,21.77,415.5,vl,,n/a
815,Shri Shivaji College of Education,3.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Washim,Maharashtra,,65.0,2.5,35000,21.77,415.5,vl,,n/a
156,"KAKINADA INSTITUTE OF ENGG. AND
 TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.kietgroup.com,65.0,3.0,40000,21.76,417.5,l,,n/a
166,KRISHNA TEJA PHARMACY COLLEGE,3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://krishnatejapharmacycollege.ac.in,65.0,3.0,100000,21.76,417.5,h,,n/a
756,CHANDRA SHEKHAR AZAD GOVT. P. G. LEAD COLLEGE,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Sehore,Madhya Pradesh,https://www.csapgcollegesehore.com/coursesdetails,64.0,3.8,15000,21.74,419.0,vl,,n/a
82,"COASTAL INST OF TECHNOLOGY AND
 MANAGEMENT",3.3,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,"http://www.citm.ac.in/#:~:text=Established%20in%202008%2C%20CITM%20is,picturesque%20port%20city%20of%20Visakhapatnam.",65.0,3.0,35000,21.72,420.0,vl,,n/a
449,Nowgong College,4.0,M,"{'ba', 'bcom', 'bsc', 'bmlt'}",Good,Good,Nagaon,Assam,https://www.nowgongcollege.edu.in/,65.0,2.0,1500,21.7,421.0,vl,,n/a
590,Government College Hamirpur,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Hamirpur,Himachal Pradesh,https://www.gchamirpur.org/,65.0,2.8,15450,21.7,422.5,vl,,n/a
257,RAOS COLLEGE OF PHARMACY,3.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Nellore,Andhra Pradesh,https://www.raosinstitutions.com,65.0,2.8,40000,21.7,422.5,l,,n/a
577,Maharishi Dayanand University,3.7,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,Good,Jhajjar,Haryana,https://mdu.ac.in/Department,65.0,2.2,1000,21.64,424.0,vl,,n/a
278,"SANKETHIKA VIDYA PARISHAD
 ENGINEERING COLLEGE",3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://svpec.edu.in,65.0,2.8,40000,21.62,425.5,l,,n/a
300,NALANDA INST OF PHARM.SCI.,3.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Guntur,Andhra Pradesh,https://www.nalandapharmacy.ac.in,65.0,2.8,120000,21.62,425.5,vh,,n/a
238,PRAKASAM ENGINEERING COLLEGE,3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://prakasamec.com,65.0,2.5,40000,21.61,427.0,l,,n/a
574,YMCA University of Science and Technology,3.6,M,"{'ba', 'bba', 'be.d', 'bca', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,Faridabad,Haryana,https://www.jcboseust.ac.in/index.php,65.0,2.2,87900,21.6,428.0,h,,n/a
265,"RAJAMAHENDRI INST OF ENGG AND
 TECHNOLOGY",3.0,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,East Godavari,Andhra Pradesh,https://www.rietrjy.co.in,65.0,3.0,41000,21.6,429.0,l,,n/a
191,"MALINENI PERUMALLU EDNL SOC
 GROUP OF INSTNS",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://mpesguntur.com,65.0,2.0,35000,21.58,430.0,vl,,n/a
437,Goalpara College,3.4,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Goalpara,Assam,https://www.goalparacollege.ac.in/,65.0,2.4,9973,21.58,431.0,vl,,n/a
519,Government EPVG College,3.5,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Korba,Chhattisgarh,https://gevpgkrb.ac.in/,64.0,3.1,1340,21.53,432.5,vl,,n/a
736,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khandwa,Madhya Pradesh,https://www.mphighereducation.nic.in/,64.0,3.1,5000,21.53,432.5,vl,,n/a
224,"NOVA COLLEGE OF ENGINEERING
 AND TECHNOLOGY",2.9,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Krishna,Andhra Pradesh,https://www.enggvja.nova.edu.in,65.0,2.8,35000,21.5,434.0,vl,,n/a
631,Pakur B.Ed College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Pakur,Jharkhand,https://pakurbedcollege.org/,64.0,3.2,50000,21.48,435.0,l,,n/a
157,"KAKINADA INST OF ENGG AND
 TECHNOLOGY FOR WOMEN",3.4,EW,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,http://kietgroup.com/,64.0,2.9,40000,21.43,436.0,l,,n/a
708,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Betul,Madhya Pradesh,https://www.jhgovtbetul.com/,64.0,2.7,5000,21.41,437.0,vl,,n/a
293,"SHREE INST OF TECHNOLOGICAL
 EDUCATION",2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Chittoor,Andhra Pradesh,https://www.shiksha.com/college/shree-institute-of-technical-education-tirupati-60969,65.0,3.0,175000,21.4,438.0,vh,,n/a
769,Government Polytechnic College,3.0,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",Good,Good,Umaria,Madhya Pradesh,https://gpcumaria.ac.in/,65.0,2.0,15000,21.3,439.5,vl,,n/a
212,NIMRA COLLEGE OF PHARMACY,3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Krishna,Andhra Pradesh,https://www.nimra.in,65.0,2.0,35000,21.3,439.5,vl,,n/a
213,"NOVA COLLEGE OF ENGG. AND
 TECHNOLOGY",2.9,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Krishna,Andhra Pradesh,https://www.enggvja.nova.edu.in,65.0,2.0,35000,21.26,441.0,vl,,n/a
559,Government College,3.5,M,"{'ba', 'bcom'}",Good,Good,Charkhi Dadri,Haryana,http://gpgcchdadri.ac.in/,64.0,2.2,4410,21.26,442.0,vl,,n/a
149,KORINGA COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,http://koringacollegeofpharmacy.co.in,60.0,5.5,35000,21.05,443.0,vl,,n/a
662,Government First Grade College,3.4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Haveri,Karnataka,https://www.collegedekho.com/colleges/government-first-grade-college-11,62.0,3.5,10000,21.01,444.0,vl,,n/a
522,Government M.V.P.G. College,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Mahasamund,Chhattisgarh,https://mvpgcollege.org/,63.0,2.6,1111,20.96,445.5,vl,,n/a
138,JNTUK COLLEGE OF PHARMACY,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://www.jntuk.edu.in,60.0,4.0,45000,20.96,445.5,l,,n/a
43,A U COLLEGE OF ENGG FOR WOMEN,4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Visakhapatnam,Andhra Pradesh,www.andhrauniversity.edu.in?,60.0,4.5,75000,20.95,447.0,h,,n/a
184,MOTHER THERESA INST OF PHARMACEUTICAL EDUCATION AND RESEARCH,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Kurnool,Andhra Pradesh,https://www.miperknlapindia.ac.in/,62.0,3.0,35000,20.94,448.0,vl,,n/a
202,"NOVA COLLEGE OF PHARM.EDN. AND
 RESEARCH",2.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Rangareddy,Telangana,https://www.pharmavja.nova.edu.in,65.0,1.5,35000,20.91,449.0,vl,,n/a
33,"AMRITA SAI INST. OF SCIENCE AND
 TECHNOLOGY",3.75,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://amritasai.org.in/,60.0,4.5,52900,20.85,450.0,m,,n/a
730,Devi Ahilya Vishwavidyalaya,3.9,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Indore,Madhya Pradesh,https://www.dauniv.ac.in/ug-academic,61.0,3.3,52500,20.85,451.0,m,,n/a
15,"ADI KAVI NANNAYA UNIVERSITY
 COLLEGE OF PHARMACY",4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://aknu.edu.in/,60.0,3.6,50000,20.72,452.0,l,,n/a
428,Bongaigaon College,3.5,M,"{'ba', 'bba', 'bcom'}",Good,Good,Bongaigaon,Assam,https://www.bongaigaoncollege.ac.in/,62.0,2.4,5000,20.72,453.0,vl,,n/a
630,St. Xavier's College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Lohardaga,Jharkhand,https://bscollegelohardaga.in/,62.0,2.5,23400,20.71,454.0,vl,,n/a
127,"G V R AND S COLLEGE OF ENGG. AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,www.gvrsedinst.org,60.0,4.0,40000,20.68,455.5,l,,n/a
204,"NEWTON INSTITUTE OF
 ENGINEERING",2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.newtonsnie.co.in,64.0,1.6,40000,20.68,455.5,l,,n/a
595,Government Degree College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kullu,Himachal Pradesh,https://www.gckullu.ac.in/,62.0,2.2,42435,20.62,457.0,l,,n/a
140,JNTUA COLLEGE OF ENGINEERING,3.52,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,https://www.jntua.ac.in,60.0,4.0,22056,20.608,458.0,vl,,n/a
459,Araria College,3.5,M,"{'ba', 'bcom', 'mcom', 'bsc'}",Good,Good,Araria,Bihar,https://arariacollege.co.in/,62.0,2.0,2100,20.6,459.5,vl,,n/a
512,Government Girls College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Gariaband,Chhattisgarh,http://www.govtpgcollegegariaband.in/,60.0,4.0,45000,20.6,459.5,l,,n/a
444,Karimganj College,3.4,"E,C","{'ba', 'bca', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,Karimganj district,Assam,https://www.karimganjcollege.ac.in/,60.0,4.0,4033,20.56,461.0,vl,,n/a
494,R. B. College,3.3,AS,"{'ba', 'ia', 'isc', 'ma', 'bsc'}",Good,Good,Vaishali,Bihar,https://www.rbcollege.ac.in/,62.0,2.1,12360,20.55,462.0,vl,,n/a
59,"BRINDAVAN INST OF TECHNOLOGY
 AND SCI",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kurnool,Andhra Pradesh,https://www.bitskurnool.edu.in/,60.0,3.5,40000,20.53,463.0,l,,n/a
520,Shaskiya Ramanuj Pratap Singhdeo Snatakottar Mahavidyalaya,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Korea,Chhattisgarh,https://rpspgc.edu.in/,62.0,2.1,5000,20.51,464.0,vl,,n/a
470,Jamui College,4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Jamui,Bihar,https://www.gecjamui.org/,59.0,4.0,29130,20.5,465.5,vl,,n/a
24,ACHARYA COLLEGE OF ENGINEERING,4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Madanapalle,Andhra Pradesh,www.acharya.ac.in,60.0,3.0,35000,20.5,465.5,vl,,n/a
1,ADARSH COLLEGE OF ENGINEERING,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,www.adarsh.ac.in,60.0,4.0,40000,20.48,467.0,l,,n/a
655,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chitradurga,Karnataka,https://dce.karnataka.gov.in/page/Colleges/Government+First+Grade+Colleges/en,60.0,3.6,10000,20.48,468.0,vl,,n/a
625,St. Joseph's College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khunti,Jharkhand,https://stjct.com/,60.0,3.8,19700,20.46,469.0,vl,,n/a
515,Government Arts and Commerce College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kabirdham (Kawardha),Chhattisgarh,https://pgcollegekawardha.edu.in/,60.0,3.5,5460,20.45,470.0,vl,,n/a
20,"A.M.REDDY MEMORIAL COLL. OF
 ENGINEERING",3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,"https://www.amreddyengineering.ac.in/#:~:text=The%20institute%20is%20situated%20in,(AICTE)%2C%20New%20Delhi.",60.0,3.7,50200,20.43,471.0,m,,n/a
421,Rajiv Gandhi University,3.8,AS,"{'mtech', 'ba', 'mcom', 'ma', 'bcom', 'eee', 'cse', 'mec', 'ece'}",Good,VGood,Papum Pare,Arunachal Pradesh,https://rgu.ac.in,58.0,5.0,3400,20.42,472.0,vl,,n/a
318,"SRINIVASA INST OF ENGG AND
 TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.sriniet.edu.in/,60.0,3.5,45700,20.41,473.0,l,,n/a
779,Dr. H.N. Sinha Arts & Commerce College,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Buldhana,Maharashtra,https://www.drhnsp.org/,60.0,3.2,7000,20.4,474.0,vl,,n/a
487,S. V. P. College,3.5,AS,"{'ma', 'ba', 'bsc', 'msc'}",Good,Good,Rohtas,Bihar,https://svpcollegebhabua.org/,59.0,4.3,6000,20.39,475.0,vl,,n/a
578,Government College,3.4,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Good,Good,Kaithal,Haryana,https://ciskmv.com/,61.0,2.4,4780,20.38,476.0,vl,,n/a
755,Government Autonomous PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Satna,Madhya Pradesh,https://pgcsatna.com/website/,60.0,3.2,3571,20.36,477.5,vl,,n/a
739,Government PG College,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Mandsaur,Madhya Pradesh,https://mandsaur.nic.in/en/public-utility/rajiv-gandhi-government-p-g-college-mandsaur/,60.0,3.2,35000,20.36,477.5,vl,,n/a
529,Government B. P. Art. and Commerce College,3.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Raipur,Chhattisgarh,http://govpgcollarang.cgstate.gov.in/,61.0,2.3,7000,20.35,479.0,vl,,n/a
427,Biswanath College,3.6,M,"{'ba', 'bca', 'bsc', 'bcom'}",Good,VGood,Biswanath,Assam,https://www.biswanathcollege.in/,60.0,3.0,12020,20.34,480.0,vl,,n/a
240,"PALADUGU PARVATHI DEVI COLLEGE
 OF ENGG AND TECH",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.ppdv.in,60.0,2.8,40000,20.32,481.0,l,,n/a
255,"QUBA COLL OF ENGG AND
 TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://www.qubacollege.in/,60.0,2.5,40000,20.31,482.0,l,,n/a
465,Govt. Polytechnic,3.5,"S,T","{'mtech', 'btech', 'be', 'mca', 'me'}",Good,Good,Buxar,Bihar,https://www.gpbuxar.org/,61.0,2.0,4700,20.3,483.5,vl,,n/a
645,Vijayanagara Sri Krishnadevaraya University,3.8,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Ballari,Karnataka,https://vskub.ac.in/,60.0,2.6,25778,20.3,483.5,vl,,n/a
548,Maharaja Krishnakumarsinhji Bhavnagar University,3.9,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Good,Good,Bhavnagar,Gujarat,https://www.mkbhavuni.edu.in/mkbhavuniweb/#,59.0,3.3,64100,20.25,485.0,m,,n/a
667,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kolar,Karnataka,https://www.shiksha.com/college/government-first-grade-college-vemegal-kolar-186327,60.0,2.8,4767,20.24,486.0,vl,,n/a
600,Vallabh Government College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Mandi,Himachal Pradesh,https://www.vgcmandi.co.in/,59.0,4.0,2613,20.22,487.0,vl,,n/a
453,Hatsingimari College,3.2,"E,M","{'ba', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,South Salmara-Mankachar,Assam,https://hatsingimaricollege.ac.in/facilities.php,61.0,2.0,5000,20.18,488.0,vl,,n/a
37,"A S N WOMENS ENGINEERING
 COLLEGE",2.8,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.asnwec.in/,60.0,3.5,40000,20.17,489.0,l,,n/a
553,Government Engineering College,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kutch,Gujarat,http://www.gecbj.cteguj.in/,59.0,3.0,15000,20.16,490.0,vl,,n/a
788,North Maharashtra University,3.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Jalgaon,Maharashtra,https://nmu.ac.in/en-us/Programmes,60.0,2.1,30826,20.15,491.5,vl,,n/a
178,LYDIA COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,https://www.lydiacollegeofpharmacy.com,60.0,2.5,40000,20.15,491.5,l,,n/a
741,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Narsinghpur,Madhya Pradesh,http://www.mphighereducation.nic.in/,60.0,2.4,5000,20.12,493.0,vl,,n/a
424,Dera Natung Government College,3.0,M,{'bsc'},Bad,Good,West Siang,Arunachal Pradesh,https://dngc.ac.in,60.0,3.0,7550,20.1,494.0,vl,,n/a
673,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Ramanagara,Karnataka,https://www.shiksha.com/college/government-first-grade-college-ramanagara-71973,60.0,2.3,20000,20.09,495.0,vl,,n/a
432,Mangaldai College,3.7,M,"{'ba', 'bsc', 'bvoc', 'bmlt'}",VGood,VGood,Darrang,Assam,https://mangaldaicollege.org/,60.0,2.0,2000,20.08,496.0,vl,,n/a
718,Government Degree College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Datia,Madhya Pradesh,https://www.govtpgcdatia.ac.in/,59.0,3.2,5000,20.06,497.0,vl,,n/a
523,Government College,3.5,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Mungeli,Chhattisgarh,https://gcml.ac.in/,59.0,2.9,5000,19.97,498.0,vl,,n/a
612,P.K. Roy Memorial College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dhanbad,Jharkhand,https://pkrmc.ac.in/,60.0,2.0,2822,19.96,499.0,vl,,n/a
426,Barpeta Girls' College,3.2,M,"{'bba', 'bca', 'b.a', 'bcom', 'b.sc'}",Good,VGood,Barpeta,Assam,https://barpetagirlscollege.in/,60.0,2.0,5640,19.88,500.0,vl,,n/a
114,"GOKULA KRISHNA COLLEGE OF
 PHARMACY",3.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Nellore,Andhra Pradesh,https://www.gkcp.edu.in,60.0,2.0,40000,19.8,501.0,l,,n/a
479,R. K. S. Mahila College,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Saharsa,Bihar,https://rjmc.ac.in/,58.0,3.0,21000,19.74,502.0,vl,,n/a
123,"GOLDEN VALLEY INTEGRATED
 CAMPUS",2.3,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Chittoor,Andhra Pradesh,https://www.gvic.ac.in ,60.0,2.5,46700,19.67,503.0,l,,n/a
660,Government First Grade College,3.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Hassan,Karnataka,https://www.shiksha.com/college/government-first-grade-college-for-women-hassan-71815,60.0,1.0,14130,19.58,504.0,vl,,n/a
761,Government Degree College,3.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Sheopur,Madhya Pradesh,,60.0,1.0,10000,19.5,505.0,vl,,n/a
433,Dhemaji College,3.7,M,"{'ba', 'bca', 'bsc'}",Bad,Good,Dhemaji,Assam,https://www.dhemajicollege.in/,58.0,2.0,1000,19.48,506.0,vl,,n/a
